titulo,link
"Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A mesma rainha, implorando-lhe a commutação da pena de morte","https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_mesma_rainha,_implorando-lhe_a_commuta%C3%A7%C3%A3o_da_pena_de_morte"
"Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/Ao mesmo marquez, servindo de prologo ao drama Enéas no Lacio","https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/Ao_mesmo_marquez,_servindo_de_prologo_ao_drama_En%C3%A9as_no_Lacio"
Meu anjo,https://pt.m.wikisource.org/wiki/Meu_anjo
Ecos da minh'alma/Ao meu coração,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Ao_meu_cora%C3%A7%C3%A3o
Meu desejo,https://pt.m.wikisource.org/wiki/Meu_desejo
Meu filho no claustro,https://pt.m.wikisource.org/wiki/Meu_filho_no_claustro
Horto (1910)/Meu pae,https://pt.m.wikisource.org/wiki/Horto_(1910)/Meu_pae
Meu sonho,https://pt.m.wikisource.org/wiki/Meu_sonho
Ecos da minh'alma/Meus desejos,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Meus_desejos
Horto (1910)/Mimo de annos,https://pt.m.wikisource.org/wiki/Horto_(1910)/Mimo_de_annos
Minha amante,https://pt.m.wikisource.org/wiki/Minha_amante
Horto (1910)/A minha avó,https://pt.m.wikisource.org/wiki/Horto_(1910)/A_minha_av%C3%B3
Minha desgraça,https://pt.m.wikisource.org/wiki/Minha_desgra%C3%A7a
Ecos da minh'alma/Minha estrela,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Minha_estrela
Ecos da minh'alma/Minha lira,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Minha_lira
Minha musa é a lembrança,https://pt.m.wikisource.org/wiki/Minha_musa_%C3%A9_a_lembran%C3%A7a
Minha Mãe (Machado de Assis),https://pt.m.wikisource.org/wiki/Minha_M%C3%A3e_(Machado_de_Assis)
Horto (1910)/Minh’alma e o Verso,https://pt.m.wikisource.org/wiki/Horto_(1910)/Minh%E2%80%99alma_e_o_Verso
Miritiba,https://pt.m.wikisource.org/wiki/Miritiba
Miserável,https://pt.m.wikisource.org/wiki/Miser%C3%A1vel
Espumas Flutuantes (1913)/Mocidade e morte,https://pt.m.wikisource.org/wiki/Espumas_Flutuantes_(1913)/Mocidade_e_morte
Monja (1893),https://pt.m.wikisource.org/wiki/Monja_(1893)
Monte Alverne,https://pt.m.wikisource.org/wiki/Monte_Alverne
Morfeu doces cadeias estendia,https://pt.m.wikisource.org/wiki/Morfeu_doces_cadeias_estendia
Morte (Hora de Delírio),https://pt.m.wikisource.org/wiki/Morte_(Hora_de_Del%C3%ADrio)
Ecos da minh'alma/A morte de D. Julia Fetal,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/A_morte_de_D._Julia_Fetal
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A morte do mesmo marquez,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_morte_do_mesmo_marquez
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A morte do rei D. José I,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_morte_do_rei_D._Jos%C3%A9_I
Mudez pervérsa,https://pt.m.wikisource.org/wiki/Mudez_perv%C3%A9rsa
Mumia,https://pt.m.wikisource.org/wiki/Mumia
Mundo inaccessivel,https://pt.m.wikisource.org/wiki/Mundo_inaccessivel
Musa consolatrix (1864),https://pt.m.wikisource.org/wiki/Musa_consolatrix_(1864)
Musa de olhos verdes,https://pt.m.wikisource.org/wiki/Musa_de_olhos_verdes
Musa Impassível,https://pt.m.wikisource.org/wiki/Musa_Impass%C3%ADvel
Musa Infeliz,https://pt.m.wikisource.org/wiki/Musa_Infeliz
"Musas, canoras musas, este canto","https://pt.m.wikisource.org/wiki/Musas,_canoras_musas,_este_canto"
Musica mysteriosa...,https://pt.m.wikisource.org/wiki/Musica_mysteriosa...
"Mãos de finada, aquelas mãos de neve","https://pt.m.wikisource.org/wiki/M%C3%A3os_de_finada,_aquelas_m%C3%A3os_de_neve"
"Mãos que os lírios invejam, mãos eleitas","https://pt.m.wikisource.org/wiki/M%C3%A3os_que_os_l%C3%ADrios_invejam,_m%C3%A3os_eleitas"
Na luz (grafia original),https://pt.m.wikisource.org/wiki/Na_luz_(grafia_original)
Na minha terra,https://pt.m.wikisource.org/wiki/Na_minha_terra
Na várzea,https://pt.m.wikisource.org/wiki/Na_v%C3%A1rzea
Namoro a cavalo,https://pt.m.wikisource.org/wiki/Namoro_a_cavalo
Obras completas de Fagundes Varela (1920)/Vozes da América/Não te esqueças de mim!,https://pt.m.wikisource.org/wiki/Obras_completas_de_Fagundes_Varela_(1920)/Vozes_da_Am%C3%A9rica/N%C3%A3o_te_esque%C3%A7as_de_mim!
Obras completas de Fagundes Varela (1920)/Vozes da América/Napoleão,https://pt.m.wikisource.org/wiki/Obras_completas_de_Fagundes_Varela_(1920)/Vozes_da_Am%C3%A9rica/Napole%C3%A3o
Horto (1910)/Natal,https://pt.m.wikisource.org/wiki/Horto_(1910)/Natal
Ne te deiciant tribulationes,https://pt.m.wikisource.org/wiki/Ne_te_deiciant_tribulationes
"Neste álamo sombrio, aonde a escura","https://pt.m.wikisource.org/wiki/Neste_%C3%A1lamo_sombrio,_aonde_a_escura"
Horto (1910)/Never more,https://pt.m.wikisource.org/wiki/Horto_(1910)/Never_more
"Ninfas gentis, eu sou, o que abrasado","https://pt.m.wikisource.org/wiki/Ninfas_gentis,_eu_sou,_o_que_abrasado"
Ninguém anda com Deus mais do que eu ando,https://pt.m.wikisource.org/wiki/Ningu%C3%A9m_anda_com_Deus_mais_do_que_eu_ando
Nirvana,https://pt.m.wikisource.org/wiki/Nirvana
Nise? Nise? onde estás? Aonde espera,https://pt.m.wikisource.org/wiki/Nise%3F_Nise%3F_onde_est%C3%A1s%3F_Aonde_espera
No Alto,https://pt.m.wikisource.org/wiki/No_Alto
No Espaço,https://pt.m.wikisource.org/wiki/No_Espa%C3%A7o
No limiar (1864),https://pt.m.wikisource.org/wiki/No_limiar_(1864)
No mar (Francisco Leite de Bittencourt Sampaio),https://pt.m.wikisource.org/wiki/No_mar_(Francisco_Leite_de_Bittencourt_Sampaio)
No mar (Álvares de Azevedo),https://pt.m.wikisource.org/wiki/No_mar_(%C3%81lvares_de_Azevedo)
No seio da Terra (grafia original),https://pt.m.wikisource.org/wiki/No_seio_da_Terra_(grafia_original)
Horto (1910)/Noite cruel,https://pt.m.wikisource.org/wiki/Horto_(1910)/Noite_cruel
Ecos da minh'alma/À noite,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/%C3%80_noite
Noiva da Agonia (1893),https://pt.m.wikisource.org/wiki/Noiva_da_Agonia_(1893)
Noivado (Machado de Assis),https://pt.m.wikisource.org/wiki/Noivado_(Machado_de_Assis)
Noturno (Francisca Júlia),https://pt.m.wikisource.org/wiki/Noturno_(Francisca_J%C3%BAlia)
Novos Cantos,https://pt.m.wikisource.org/wiki/Novos_Cantos
Não de tigres as testas descarnadas,https://pt.m.wikisource.org/wiki/N%C3%A3o_de_tigres_as_testas_descarnadas
"Não há no mundo fé, não há lealdade","https://pt.m.wikisource.org/wiki/N%C3%A3o_h%C3%A1_no_mundo_f%C3%A9,_n%C3%A3o_h%C3%A1_lealdade"
Não me deixes!,https://pt.m.wikisource.org/wiki/N%C3%A3o_me_deixes!
"Não posso contar meus males,","https://pt.m.wikisource.org/wiki/N%C3%A3o_posso_contar_meus_males,"
"Não se enfade, menina, dessa sorte","https://pt.m.wikisource.org/wiki/N%C3%A3o_se_enfade,_menina,_dessa_sorte"
"Não se passa, meu bem, na noite, e dia","https://pt.m.wikisource.org/wiki/N%C3%A3o_se_passa,_meu_bem,_na_noite,_e_dia"
Não sei (Adélia Fonseca),https://pt.m.wikisource.org/wiki/N%C3%A3o_sei_(Ad%C3%A9lia_Fonseca)
"Não te assuste o prodígio: eu, caminhante","https://pt.m.wikisource.org/wiki/N%C3%A3o_te_assuste_o_prod%C3%ADgio:_eu,_caminhante"
"Não te cases com Gil, bela serrana","https://pt.m.wikisource.org/wiki/N%C3%A3o_te_cases_com_Gil,_bela_serrana"
"Não vês, Lise, brincar esse menino","https://pt.m.wikisource.org/wiki/N%C3%A3o_v%C3%AAs,_Lise,_brincar_esse_menino"
"Não vês, Nise, este vento desabrido","https://pt.m.wikisource.org/wiki/N%C3%A3o_v%C3%AAs,_Nise,_este_vento_desabrido"
Névoas,https://pt.m.wikisource.org/wiki/N%C3%A9voas
O Apóstolo entre as gentes,https://pt.m.wikisource.org/wiki/O_Ap%C3%B3stolo_entre_as_gentes
O assignalado,https://pt.m.wikisource.org/wiki/O_assignalado
O Balão,https://pt.m.wikisource.org/wiki/O_Bal%C3%A3o
O bispo queixou-se ao Papa,https://pt.m.wikisource.org/wiki/O_bispo_queixou-se_ao_Papa
O Brazil,https://pt.m.wikisource.org/wiki/O_Brazil
O canto da serrana,https://pt.m.wikisource.org/wiki/O_canto_da_serrana
O canto de Bug Jargal,https://pt.m.wikisource.org/wiki/O_canto_de_Bug_Jargal
O cinamomo floresce,https://pt.m.wikisource.org/wiki/O_cinamomo_floresce
"O coração (Cruz e Souza, grafia original)","https://pt.m.wikisource.org/wiki/O_cora%C3%A7%C3%A3o_(Cruz_e_Souza,_grafia_original)"
O cônego Filipe,https://pt.m.wikisource.org/wiki/O_c%C3%B4nego_Filipe
O derradeiro amor de Byron,https://pt.m.wikisource.org/wiki/O_derradeiro_amor_de_Byron
O Dia Seguinte do Amor,https://pt.m.wikisource.org/wiki/O_Dia_Seguinte_do_Amor
O Diluvio,https://pt.m.wikisource.org/wiki/O_Diluvio
O editor,https://pt.m.wikisource.org/wiki/O_editor
O foragido,https://pt.m.wikisource.org/wiki/O_foragido
O Gamenho,https://pt.m.wikisource.org/wiki/O_Gamenho
O Grande Curador do Mal das Vinhas,https://pt.m.wikisource.org/wiki/O_Grande_Curador_do_Mal_das_Vinhas
O grande momento (grafia original),https://pt.m.wikisource.org/wiki/O_grande_momento_(grafia_original)
O grande sonho (grafia original),https://pt.m.wikisource.org/wiki/O_grande_sonho_(grafia_original)
O grito do Ipiranga,https://pt.m.wikisource.org/wiki/O_grito_do_Ipiranga
O incenso do altar,https://pt.m.wikisource.org/wiki/O_incenso_do_altar
O Jesuíta (Junqueira Freire),https://pt.m.wikisource.org/wiki/O_Jesu%C3%ADta_(Junqueira_Freire)
O lenço dela,https://pt.m.wikisource.org/wiki/O_len%C3%A7o_dela
Especial:Categorias,https://pt.m.wikisource.org/wiki/Especial:Categorias
Categoria:Literatura brasileira,https://pt.m.wikisource.org/wiki/Categoria:Literatura_brasileira
Categoria:Poesia,https://pt.m.wikisource.org/wiki/Categoria:Poesia
Discussão sobre edições feitas a partir deste endereço IP [n],https://pt.m.wikisource.org/wiki/Especial:Minha_discuss%C3%A3o
Uma lista de edições feitas a partir deste endereço IP [y],https://pt.m.wikisource.org/wiki/Especial:Minhas_contribui%C3%A7%C3%B5es
Ver a página de categoria [c],https://pt.m.wikisource.org/wiki/Categoria:Poesia_brasileira
Visitar a página principal,https://pt.m.wikisource.org/wiki/Wikisource:P%C3%A1gina_principal
Visitar a página principal [z],https://pt.m.wikisource.org/wiki/Wikisource:P%C3%A1gina_principal
"Sobre o projeto, o que se pode fazer e onde encontrar as coisas",https://pt.m.wikisource.org/wiki/Wikisource:Portal_comunit%C3%A1rio
Uma lista de mudanças recentes nesta wiki [r],https://pt.m.wikisource.org/wiki/Especial:Mudan%C3%A7as_recentes
Carregar página aleatória [x],https://pt.m.wikisource.org/wiki/Especial:RandomRootpage
Um local reservado para auxílio.,https://pt.m.wikisource.org/wiki/Ajuda:Introdu%C3%A7%C3%A3o
Lista de todas as páginas que contêm hiperligações para esta [j],https://pt.m.wikisource.org/wiki/Especial:P%C3%A1ginas_afluentes/Categoria:Poesia_brasileira
Mudanças recentes nas páginas para as quais esta contém hiperligações [k],https://pt.m.wikisource.org/wiki/Especial:Altera%C3%A7%C3%B5es_relacionadas/Categoria:Poesia_brasileira
Lista de páginas especiais [q],https://pt.m.wikisource.org/wiki/Especial:P%C3%A1ginas_especiais
Hiperligação para o elemento do repositório de dados [g],https://www.wikidata.org/wiki/Special:EntityPage/Q8310539
Adicionar hiperligações interlínguas,https://www.wikidata.org/wiki/Special:EntityPage/Q8310539#sitelinks-wikisource
m:Privacy policy/pt-br,https://meta.wikimedia.org/wiki/Privacy_policy/pt-br
Wikisource:Sobre,https://pt.m.wikisource.org/wiki/Wikisource:Sobre
Wikisource:Aviso geral,https://pt.m.wikisource.org/wiki/Wikisource:Aviso_geral
Categoria:Lira dos Vinte Anos,https://pt.m.wikisource.org/wiki/Categoria:Lira_dos_Vinte_Anos
Categoria:Marília de Dirceu,https://pt.m.wikisource.org/wiki/Categoria:Mar%C3%ADlia_de_Dirceu
Categoria:Música do Parnaso,https://pt.m.wikisource.org/wiki/Categoria:M%C3%BAsica_do_Parnaso
Categoria:Noturnas,https://pt.m.wikisource.org/wiki/Categoria:Noturnas
Categoria:Novos Cantos,https://pt.m.wikisource.org/wiki/Categoria:Novos_Cantos
Categoria:O Livro Derradeiro,https://pt.m.wikisource.org/wiki/Categoria:O_Livro_Derradeiro
Categoria:O Uraguai,https://pt.m.wikisource.org/wiki/Categoria:O_Uraguai
Categoria:O Uraguay,https://pt.m.wikisource.org/wiki/Categoria:O_Uraguay
Categoria:Ocidentais,https://pt.m.wikisource.org/wiki/Categoria:Ocidentais
Categoria:Os Escravos,https://pt.m.wikisource.org/wiki/Categoria:Os_Escravos
Categoria:Os Timbiras,https://pt.m.wikisource.org/wiki/Categoria:Os_Timbiras
Categoria:Pacotilha poetica,https://pt.m.wikisource.org/wiki/Categoria:Pacotilha_poetica
Categoria:Parnaso Sergipano,https://pt.m.wikisource.org/wiki/Categoria:Parnaso_Sergipano
Categoria:Primeiras Trovas Burlescas de Getulino,https://pt.m.wikisource.org/wiki/Categoria:Primeiras_Trovas_Burlescas_de_Getulino
Categoria:Produções satíricas e bocageanas de Bernardo de Guimarães,https://pt.m.wikisource.org/wiki/Categoria:Produ%C3%A7%C3%B5es_sat%C3%ADricas_e_bocageanas_de_Bernardo_de_Guimar%C3%A3es
"Categoria:Rosa, Rosa de Amor","https://pt.m.wikisource.org/wiki/Categoria:Rosa,_Rosa_de_Amor"
Categoria:Rosas Negras,https://pt.m.wikisource.org/wiki/Categoria:Rosas_Negras
Categoria:Sons de viola,https://pt.m.wikisource.org/wiki/Categoria:Sons_de_viola
Categoria:Suspiros Poéticos e Saudades,https://pt.m.wikisource.org/wiki/Categoria:Suspiros_Po%C3%A9ticos_e_Saudades
Categoria:Tarde,https://pt.m.wikisource.org/wiki/Categoria:Tarde
Categoria:Ultimos Sonetos,https://pt.m.wikisource.org/wiki/Categoria:Ultimos_Sonetos
Categoria:Últimos Sonetos,https://pt.m.wikisource.org/wiki/Categoria:%C3%9Altimos_Sonetos
Categoria:Vila Rica (Cláudio Manuel da Costa),https://pt.m.wikisource.org/wiki/Categoria:Vila_Rica_(Cl%C3%A1udio_Manuel_da_Costa)
Categoria:Vozes da América,https://pt.m.wikisource.org/wiki/Categoria:Vozes_da_Am%C3%A9rica
Jesuítas e frades,https://pt.m.wikisource.org/wiki/Jesu%C3%ADtas_e_frades
Judia (1893),https://pt.m.wikisource.org/wiki/Judia_(1893)
Horto (1910)/A Julia,https://pt.m.wikisource.org/wiki/Horto_(1910)/A_Julia
Junto desta corrente contemplando,https://pt.m.wikisource.org/wiki/Junto_desta_corrente_contemplando
Junto à Estátua,https://pt.m.wikisource.org/wiki/Junto_%C3%A0_Est%C3%A1tua
Já da morte o palor me cobre o rosto,https://pt.m.wikisource.org/wiki/J%C3%A1_da_morte_o_palor_me_cobre_o_rosto
Já dança na corda bamba,https://pt.m.wikisource.org/wiki/J%C3%A1_dan%C3%A7a_na_corda_bamba
Já me enfado de ouvir este alarido,https://pt.m.wikisource.org/wiki/J%C3%A1_me_enfado_de_ouvir_este_alarido
Já não se trata das Ratas,https://pt.m.wikisource.org/wiki/J%C3%A1_n%C3%A3o_se_trata_das_Ratas
"Já realisados, Elisa","https://pt.m.wikisource.org/wiki/J%C3%A1_realisados,_Elisa"
"Já rompe, Nise, a matutina aurora","https://pt.m.wikisource.org/wiki/J%C3%A1_rompe,_Nise,_a_matutina_aurora"
Já vi mosquitos por cordas,https://pt.m.wikisource.org/wiki/J%C3%A1_vi_mosquitos_por_cordas
La Marchesa de Miramar,https://pt.m.wikisource.org/wiki/La_Marchesa_de_Miramar
Espumas Flutuantes (1913)/O laço de fita,https://pt.m.wikisource.org/wiki/Espumas_Flutuantes_(1913)/O_la%C3%A7o_de_fita
Horto (1910)/Lagrimas,https://pt.m.wikisource.org/wiki/Horto_(1910)/Lagrimas
Lagrymas e amores,https://pt.m.wikisource.org/wiki/Lagrymas_e_amores
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A lastima,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_lastima
"Leia a posteridade, ó pátrio Rio","https://pt.m.wikisource.org/wiki/Leia_a_posteridade,_%C3%B3_p%C3%A1trio_Rio"
"Lembra-te a ingenua moça, imagem da poesia","https://pt.m.wikisource.org/wiki/Lembra-te_a_ingenua_mo%C3%A7a,_imagem_da_poesia"
"Lembrado estou, ó penhas, que algum dia","https://pt.m.wikisource.org/wiki/Lembrado_estou,_%C3%B3_penhas,_que_algum_dia"
Lembrança de morrer,https://pt.m.wikisource.org/wiki/Lembran%C3%A7a_de_morrer
Lembrança dos quinze anos,https://pt.m.wikisource.org/wiki/Lembran%C3%A7a_dos_quinze_anos
Lembranças apagadas (1893),https://pt.m.wikisource.org/wiki/Lembran%C3%A7as_apagadas_(1893)
Lira Chinesa,https://pt.m.wikisource.org/wiki/Lira_Chinesa
Lira dos Vinte Anos,https://pt.m.wikisource.org/wiki/Lira_dos_Vinte_Anos
Livre! (grafia original),https://pt.m.wikisource.org/wiki/Livre!_(grafia_original)
Espumas Flutuantes (1913)/O livro e a America,https://pt.m.wikisource.org/wiki/Espumas_Flutuantes_(1913)/O_livro_e_a_America
Livros e Flores,https://pt.m.wikisource.org/wiki/Livros_e_Flores
Lize (romance I),https://pt.m.wikisource.org/wiki/Lize_(romance_I)
Louco (Hora de Delírio),https://pt.m.wikisource.org/wiki/Louco_(Hora_de_Del%C3%ADrio)
Lua (Cruz e Sousa),https://pt.m.wikisource.org/wiki/Lua_(Cruz_e_Sousa)
Luar de Verão,https://pt.m.wikisource.org/wiki/Luar_de_Ver%C3%A3o
Lubricidade (1893),https://pt.m.wikisource.org/wiki/Lubricidade_(1893)
"Lucia (Machado de Assis, 1864)","https://pt.m.wikisource.org/wiki/Lucia_(Machado_de_Assis,_1864)"
Obras completas de Fagundes Varela (1920)/Vozes da América/A’ Lucilia,https://pt.m.wikisource.org/wiki/Obras_completas_de_Fagundes_Varela_(1920)/Vozes_da_Am%C3%A9rica/A%E2%80%99_Lucilia
Ludovina Moutinho,https://pt.m.wikisource.org/wiki/Ludovina_Moutinho
"Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A Luiz de Vasconcellos e Souza, vice-rei do Estado do Brasil","https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_Luiz_de_Vasconcellos_e_Souza,_vice-rei_do_Estado_do_Brasil"
Luiz Gama,https://pt.m.wikisource.org/wiki/Luiz_Gama
Luz da natureza (grafia original),https://pt.m.wikisource.org/wiki/Luz_da_natureza_(grafia_original)
Luz dolorosa... (1893),https://pt.m.wikisource.org/wiki/Luz_dolorosa..._(1893)
Horto (1910)/Luz e Sombra,https://pt.m.wikisource.org/wiki/Horto_(1910)/Luz_e_Sombra
Luz entre sombras,https://pt.m.wikisource.org/wiki/Luz_entre_sombras
Lyrio lutoso,https://pt.m.wikisource.org/wiki/Lyrio_lutoso
Lá Vai Verso,https://pt.m.wikisource.org/wiki/L%C3%A1_Vai_Verso
Lágrima de Cera,https://pt.m.wikisource.org/wiki/L%C3%A1grima_de_Cera
Lágrima de sangue,https://pt.m.wikisource.org/wiki/L%C3%A1grima_de_sangue
Lágrimas da Vida,https://pt.m.wikisource.org/wiki/L%C3%A1grimas_da_Vida
Lélia,https://pt.m.wikisource.org/wiki/L%C3%A9lia
Lésbia (Cruz e Sousa),https://pt.m.wikisource.org/wiki/L%C3%A9sbia_(Cruz_e_Sousa)
Lúcia (Castro Alves),https://pt.m.wikisource.org/wiki/L%C3%BAcia_(Castro_Alves)
Espumas Flutuantes (1913)/A Maciel Pinheiro,https://pt.m.wikisource.org/wiki/Espumas_Flutuantes_(1913)/A_Maciel_Pinheiro
Madona da Tristeza (grafia original),https://pt.m.wikisource.org/wiki/Madona_da_Tristeza_(grafia_original)
Magestade cahida,https://pt.m.wikisource.org/wiki/Magestade_cahida
"Mais bulha, mais estrondo, e mais abalo","https://pt.m.wikisource.org/wiki/Mais_bulha,_mais_estrondo,_e_mais_abalo"
Mais terno canta o sabiá frautado,https://pt.m.wikisource.org/wiki/Mais_terno_canta_o_sabi%C3%A1_frautado
Mal Secreto,https://pt.m.wikisource.org/wiki/Mal_Secreto
Malva-maçã,https://pt.m.wikisource.org/wiki/Malva-ma%C3%A7%C3%A3
Horto (1910)/Manhã no campo,https://pt.m.wikisource.org/wiki/Horto_(1910)/Manh%C3%A3_no_campo
Manhã de Inverno,https://pt.m.wikisource.org/wiki/Manh%C3%A3_de_Inverno
Manhã de Sol,https://pt.m.wikisource.org/wiki/Manh%C3%A3_de_Sol
Manuela,https://pt.m.wikisource.org/wiki/Manuela
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A Maria Iphigenia,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_Maria_Iphigenia
Marmota Fluminense/830/Beijos,https://pt.m.wikisource.org/wiki/Marmota_Fluminense/830/Beijos
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/Ao marquez de Lavradio,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/Ao_marquez_de_Lavradio
Martírio,https://pt.m.wikisource.org/wiki/Mart%C3%ADrio
Marília de Dirceu,https://pt.m.wikisource.org/wiki/Mar%C3%ADlia_de_Dirceu
Horto (1910)/Mater,https://pt.m.wikisource.org/wiki/Horto_(1910)/Mater
Mater dolorosa,https://pt.m.wikisource.org/wiki/Mater_dolorosa
Mealheiro de almas (grafia original),https://pt.m.wikisource.org/wiki/Mealheiro_de_almas_(grafia_original)
Meditação (Junqueira Freire),https://pt.m.wikisource.org/wiki/Medita%C3%A7%C3%A3o_(Junqueira_Freire)
"Memórias do presente, e do passado","https://pt.m.wikisource.org/wiki/Mem%C3%B3rias_do_presente,_e_do_passado"
Menina e Moça (Machado de Assis),https://pt.m.wikisource.org/wiki/Menina_e_Mo%C3%A7a_(Machado_de_Assis)
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A mesma rainha,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_mesma_rainha
"Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A mesma rainha, implorando-lhe a commutação da pena de morte","https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_mesma_rainha,_implorando-lhe_a_commuta%C3%A7%C3%A3o_da_pena_de_morte"
"Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/Ao mesmo marquez, servindo de prologo ao drama Enéas no Lacio","https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/Ao_mesmo_marquez,_servindo_de_prologo_ao_drama_En%C3%A9as_no_Lacio"
Meu anjo,https://pt.m.wikisource.org/wiki/Meu_anjo
Ecos da minh'alma/Ao meu coração,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Ao_meu_cora%C3%A7%C3%A3o
Meu desejo,https://pt.m.wikisource.org/wiki/Meu_desejo
Meu filho no claustro,https://pt.m.wikisource.org/wiki/Meu_filho_no_claustro
Horto (1910)/Meu pae,https://pt.m.wikisource.org/wiki/Horto_(1910)/Meu_pae
Meu sonho,https://pt.m.wikisource.org/wiki/Meu_sonho
Ecos da minh'alma/Meus desejos,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Meus_desejos
Horto (1910)/Mimo de annos,https://pt.m.wikisource.org/wiki/Horto_(1910)/Mimo_de_annos
Minha amante,https://pt.m.wikisource.org/wiki/Minha_amante
Horto (1910)/A minha avó,https://pt.m.wikisource.org/wiki/Horto_(1910)/A_minha_av%C3%B3
Minha desgraça,https://pt.m.wikisource.org/wiki/Minha_desgra%C3%A7a
Ecos da minh'alma/Minha estrela,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Minha_estrela
Ecos da minh'alma/Minha lira,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/Minha_lira
Minha musa é a lembrança,https://pt.m.wikisource.org/wiki/Minha_musa_%C3%A9_a_lembran%C3%A7a
Minha Mãe (Machado de Assis),https://pt.m.wikisource.org/wiki/Minha_M%C3%A3e_(Machado_de_Assis)
Horto (1910)/Minh’alma e o Verso,https://pt.m.wikisource.org/wiki/Horto_(1910)/Minh%E2%80%99alma_e_o_Verso
Miritiba,https://pt.m.wikisource.org/wiki/Miritiba
Miserável,https://pt.m.wikisource.org/wiki/Miser%C3%A1vel
Espumas Flutuantes (1913)/Mocidade e morte,https://pt.m.wikisource.org/wiki/Espumas_Flutuantes_(1913)/Mocidade_e_morte
Monja (1893),https://pt.m.wikisource.org/wiki/Monja_(1893)
Monte Alverne,https://pt.m.wikisource.org/wiki/Monte_Alverne
Morfeu doces cadeias estendia,https://pt.m.wikisource.org/wiki/Morfeu_doces_cadeias_estendia
Morte (Hora de Delírio),https://pt.m.wikisource.org/wiki/Morte_(Hora_de_Del%C3%ADrio)
Ecos da minh'alma/A morte de D. Julia Fetal,https://pt.m.wikisource.org/wiki/Ecos_da_minh%27alma/A_morte_de_D._Julia_Fetal
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A morte do mesmo marquez,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_morte_do_mesmo_marquez
Obras poeticas de Ignacio José de Alvarenga Peixoto (1865)/A morte do rei D. José I,https://pt.m.wikisource.org/wiki/Obras_poeticas_de_Ignacio_Jos%C3%A9_de_Alvarenga_Peixoto_(1865)/A_morte_do_rei_D._Jos%C3%A9_I
Mudez pervérsa,https://pt.m.wikisource.org/wiki/Mudez_perv%C3%A9rsa
Mumia,https://pt.m.wikisource.org/wiki/Mumia
Mundo inaccessivel,https://pt.m.wikisource.org/wiki/Mundo_inaccessivel
Musa consolatrix (1864),https://pt.m.wikisource.org/wiki/Musa_consolatrix_(1864)
Musa de olhos verdes,https://pt.m.wikisource.org/wiki/Musa_de_olhos_verdes
Musa Impassível,https://pt.m.wikisource.org/wiki/Musa_Impass%C3%ADvel
